Category Name,Extract Schedule (UTC),Transform Schedule (UTC),Extract Item Schedule (UTC),Transform Item Schedule (UTC),Extract Container Name,Extract Cron Schedule,Transform Container Name,Transform Cron Schedule,Extract Item Container Name,Extract Item Cron Schedule,Transform Item Container Name,Transform Item Cron Schedule,category_code
Perlengkapan-Botol-Susu-cat.11043350.11043369,5:45,6:45,13:45,18:45,shp-ext-perlengkapan-botol-susu,45 5 * * *,shp-tfm-perlengkapan-botol-susu,45 6 * * *,shp-ext-perlengkapan-botol-susu-itm,45 13 * * *,shp-tfm-perlengkapan-botol-susu-itm,45 18 * * *,11043369
Perlengkapan-Menyusui-cat.11043350.11043375,6:00,7:00,14:15,19:15,shp-ext-perlengkapan-menyusui,0 6 * * *,shp-tfm-perlengkapan-menyusui,0 7 * * *,shp-ext-perlengkapan-menyusui-itm,15 14 * * *,shp-tfm-perlengkapan-menyusui-itm,15 19 * * *,11043375
Perlengkapan-Ibu-Hamil-cat.11043350.11043381,6:00,7:00,14:45,19:45,shp-ext-perlengkapan-ibu-hamil,0 6 * * *,shp-tfm-perlengkapan-ibu-hamil,0 7 * * *,shp-ext-perlengkapan-ibu-hamil-itm,45 14 * * *,shp-tfm-perlengkapan-ibu-hamil-itm,45 19 * * *,11043381
Kesehatan-Kehamilan-cat.11043350.11043385,6:00,7:00,15:15,20:15,shp-ext-kesehatan-kehamilan,0 6 * * *,shp-tfm-kesehatan-kehamilan,0 7 * * *,shp-ext-kesehatan-kehamilan-itm,15 15 * * *,shp-tfm-kesehatan-kehamilan-itm,15 20 * * *,11043385
Perlengkapan-Mandi-cat.11043350.11043404,6:00,7:00,15:45,20:45,shp-ext-perlengkapan-mandi,0 6 * * *,shp-tfm-perlengkapan-mandi,0 7 * * *,shp-ext-perlengkapan-mandi-itm,45 15 * * *,shp-tfm-perlengkapan-mandi-itm,45 20 * * *,11043404
Kamar-Bayi-cat.11043350.11043411,6:00,7:00,16:15,21:15,shp-ext-kamar-bayi,0 6 * * *,shp-tfm-kamar-bayi,0 7 * * *,shp-ext-kamar-bayi-itm,15 16 * * *,shp-tfm-kamar-bayi-itm,15 21 * * *,11043411
Keamanan-Bayi-cat.11043350.11043420,6:15,7:15,16:45,21:45,shp-ext-keamanan-bayi,15 6 * * *,shp-tfm-keamanan-bayi,15 7 * * *,shp-ext-keamanan-bayi-itm,45 16 * * *,shp-tfm-keamanan-bayi-itm,45 21 * * *,11043420
Susu-Formula-Makanan-Bayi-cat.11043350.11043428,6:15,7:15,17:15,22:15,shp-ext-susu-formula-makanan-bayi,15 6 * * *,shp-tfm-susu-formula-makanan-bayi,15 7 * * *,shp-ext-susu-formula-makanan-bayi-itm,15 17 * * *,shp-tfm-susu-formula-makanan-bayi-itm,15 22 * * *,11043428
Popok-Pispot-cat.11043350.11043433,6:15,7:15,17:45,22:45,shp-ext-popok-pispot,15 6 * * *,shp-tfm-popok-pispot,15 7 * * *,shp-ext-popok-pispot-itm,45 17 * * *,shp-tfm-popok-pispot-itm,45 22 * * *,11043433
Mainan-cat.11043350.11043439,6:15,7:15,18:15,23:15,shp-ext-mainan,15 6 * * *,shp-tfm-mainan,15 7 * * *,shp-ext-mainan-itm,15 18 * * *,shp-tfm-mainan-itm,15 23 * * *,11043439
Set-Paket-Hadiah-cat.11043350.11043449,6:15,7:15,18:45,23:45,shp-ext-set-paket-hadiah,15 6 * * *,shp-tfm-set-paket-hadiah,15 7 * * *,shp-ext-set-paket-hadiah-itm,45 18 * * *,shp-tfm-set-paket-hadiah-itm,45 23 * * *,11043449
Jam-Tangan-Wanita-cat.11042900.11042901,6:30,7:30,19:15,0:15,shp-ext-jam-tangan-wanita,30 6 * * *,shp-tfm-jam-tangan-wanita,30 7 * * *,shp-ext-jam-tangan-wanita-itm,15 19 * * *,shp-tfm-jam-tangan-wanita-itm,15 0 * * *,11042901
Jam-Tangan-Pria-cat.11042900.11042905,6:30,7:30,19:45,0:45,shp-ext-jam-tangan-pria,30 6 * * *,shp-tfm-jam-tangan-pria,30 7 * * *,shp-ext-jam-tangan-pria-itm,45 19 * * *,shp-tfm-jam-tangan-pria-itm,45 0 * * *,11042905
Jam-Tangan-Couple-cat.11042900.11042909,6:30,7:30,20:15,1:15,shp-ext-jam-tangan-couple,30 6 * * *,shp-tfm-jam-tangan-couple,30 7 * * *,shp-ext-jam-tangan-couple-itm,15 20 * * *,shp-tfm-jam-tangan-couple-itm,15 1 * * *,11042909
Aksesoris-Jam-Tangan-cat.11042900.11042913,6:30,7:30,20:45,1:45,shp-ext-aksesoris-jam-tangan,30 6 * * *,shp-tfm-aksesoris-jam-tangan,30 7 * * *,shp-ext-aksesoris-jam-tangan-itm,45 20 * * *,shp-tfm-aksesoris-jam-tangan-itm,45 1 * * *,11042913
Kewanitaan-cat.11043279.11043331,6:30,7:30,21:15,2:15,shp-ext-kewanitaan,30 6 * * *,shp-tfm-kewanitaan,30 7 * * *,shp-ext-kewanitaan-itm,15 21 * * *,shp-tfm-kewanitaan-itm,15 2 * * *,11043331
Kesehatan-Seksual-cat.11043279.11043339,6:45,7:45,21:45,2:45,shp-ext-kesehatan-seksual,45 6 * * *,shp-tfm-kesehatan-seksual,45 7 * * *,shp-ext-kesehatan-seksual-itm,45 21 * * *,shp-tfm-kesehatan-seksual-itm,45 2 * * *,11043339
Perawatan-Mata-cat.11043279.11043346,6:45,7:45,22:15,3:15,shp-ext-perawatan-mata,45 6 * * *,shp-tfm-perawatan-mata,45 7 * * *,shp-ext-perawatan-mata-itm,15 22 * * *,shp-tfm-perawatan-mata-itm,15 3 * * *,11043346
Suplemen-Makanan-cat.11043279.11043280,6:45,7:45,22:45,3:45,shp-ext-suplemen-makanan,45 6 * * *,shp-tfm-suplemen-makanan,45 7 * * *,shp-ext-suplemen-makanan-itm,45 22 * * *,shp-tfm-suplemen-makanan-itm,45 3 * * *,11043280
Obat-obatan-Alat-Kesehatan-cat.11043279.11043288,6:45,7:45,23:15,4:15,shp-ext-obat-obatan-alat-kesehatan,45 6 * * *,shp-tfm-obat-obatan-alat-kesehatan,45 7 * * *,shp-ext-obat-obatan-alat-kesehatan-itm,15 23 * * *,shp-tfm-obat-obatan-alat-kesehatan-itm,15 4 * * *,11043288
Alat-Tes-Monitor-cat.11043279.11043296,6:45,7:45,23:45,4:45,shp-ext-alat-tes-monitor,45 6 * * *,shp-tfm-alat-tes-monitor,45 7 * * *,shp-ext-alat-tes-monitor-itm,45 23 * * *,shp-tfm-alat-tes-monitor-itm,45 4 * * *,11043296
P3K-cat.11043279.11043302,7:00,8:00,0:15,5:15,shp-ext-p3k,0 7 * * *,shp-tfm-p3k,0 8 * * *,shp-ext-p3k-itm,15 0 * * *,shp-tfm-p3k-itm,15 5 * * *,11043302
Alat-Bantu-Cedera-Disabilitas-cat.11043279.11043308,7:00,8:00,0:45,5:45,shp-ext-alat-bantu-cedera-disabilitas,0 7 * * *,shp-tfm-alat-bantu-cedera-disabilitas,0 8 * * *,shp-ext-alat-bantu-cedera-disabilitas-itm,45 0 * * *,shp-tfm-alat-bantu-cedera-disabilitas-itm,45 5 * * *,11043308
Obat-Nyamuk-cat.11043279.11043314,7:00,8:00,1:15,6:15,shp-ext-obat-nyamuk,0 7 * * *,shp-tfm-obat-nyamuk,0 8 * * *,shp-ext-obat-nyamuk-itm,15 1 * * *,shp-tfm-obat-nyamuk-itm,15 6 * * *,11043314
Popok-Dewasa-cat.11043279.11043315,7:00,8:00,1:45,6:45,shp-ext-popok-dewasa,0 7 * * *,shp-tfm-popok-dewasa,0 8 * * *,shp-ext-popok-dewasa-itm,45 1 * * *,shp-tfm-popok-dewasa-itm,45 6 * * *,11043315
Hand-Sanitizer-cat.11043279.11043316,7:00,8:00,2:15,7:15,shp-ext-hand-sanitizer,0 7 * * *,shp-tfm-hand-sanitizer,0 8 * * *,shp-ext-hand-sanitizer-itm,15 2 * * *,shp-tfm-hand-sanitizer-itm,15 7 * * *,11043316
Minyak-Esensial-cat.11043279.11043317,7:15,8:15,2:45,7:45,shp-ext-minyak-esensial,15 7 * * *,shp-tfm-minyak-esensial,15 8 * * *,shp-ext-minyak-esensial-itm,45 2 * * *,shp-tfm-minyak-esensial-itm,45 7 * * *,11043317
Perawatan-Hidung-Pernafasan-cat.11043279.11043318,7:15,8:15,3:15,8:15,shp-ext-perawatan-hidung-pernafasan,15 7 * * *,shp-tfm-perawatan-hidung-pernafasan,15 8 * * *,shp-ext-perawatan-hidung-pernafasan-itm,15 3 * * *,shp-tfm-perawatan-hidung-pernafasan-itm,15 8 * * *,11043318
Perawatan-Telinga-cat.11043279.11043319,7:15,8:15,3:45,8:45,shp-ext-perawatan-telinga,15 7 * * *,shp-tfm-perawatan-telinga,15 8 * * *,shp-ext-perawatan-telinga-itm,45 3 * * *,shp-tfm-perawatan-telinga-itm,45 8 * * *,11043319
Desktop-cat.11044364.11044365,7:15,8:15,4:15,9:15,shp-ext-desktop,15 7 * * *,shp-tfm-desktop,15 8 * * *,shp-ext-desktop-itm,15 4 * * *,shp-tfm-desktop-itm,15 9 * * *,11044365
Monitor-cat.11044364.11044371,7:15,8:15,4:45,9:45,shp-ext-monitor,15 7 * * *,shp-tfm-monitor,15 8 * * *,shp-ext-monitor-itm,45 4 * * *,shp-tfm-monitor-itm,45 9 * * *,11044371
Komponen-Desktop-Laptop-cat.11044364.11044372,7:30,8:30,5:15,10:15,shp-ext-komponen-desktop-laptop,30 7 * * *,shp-tfm-komponen-desktop-laptop,30 8 * * *,shp-ext-komponen-desktop-laptop-itm,15 5 * * *,shp-tfm-komponen-desktop-laptop-itm,15 10 * * *,11044372
Penyimpanan-Data-cat.11044364.11044386,7:30,8:30,5:45,10:45,shp-ext-penyimpanan-data,30 7 * * *,shp-tfm-penyimpanan-data,30 8 * * *,shp-ext-penyimpanan-data-itm,45 5 * * *,shp-tfm-penyimpanan-data-itm,45 10 * * *,11044386
Komponen-Network-cat.11044364.11044394,7:30,8:30,6:15,11:15,shp-ext-komponen-network,30 7 * * *,shp-tfm-komponen-network,30 8 * * *,shp-ext-komponen-network-itm,15 6 * * *,shp-tfm-komponen-network-itm,15 11 * * *,11044394
Software-cat.11044364.11044405,7:30,8:30,6:45,11:45,shp-ext-software,30 7 * * *,shp-tfm-software,30 8 * * *,shp-ext-software-itm,45 6 * * *,shp-tfm-software-itm,45 11 * * *,11044405
Peralatan-Kantor-cat.11044364.11044410,7:30,8:30,7:15,12:15,shp-ext-peralatan-kantor,30 7 * * *,shp-tfm-peralatan-kantor,30 8 * * *,shp-ext-peralatan-kantor-itm,15 7 * * *,shp-tfm-peralatan-kantor-itm,15 12 * * *,11044410
Printer-Scanner-cat.11044364.11044416,7:45,8:45,7:45,12:45,shp-ext-printer-scanner,45 7 * * *,shp-tfm-printer-scanner,45 8 * * *,shp-ext-printer-scanner-itm,45 7 * * *,shp-tfm-printer-scanner-itm,45 12 * * *,11044416
Aksesoris-Desktop-Laptop-cat.11044364.11044422,7:45,8:45,8:15,13:15,shp-ext-aksesoris-desktop-laptop,45 7 * * *,shp-tfm-aksesoris-desktop-laptop,45 8 * * *,shp-ext-aksesoris-desktop-laptop-itm,15 8 * * *,shp-tfm-aksesoris-desktop-laptop-itm,15 13 * * *,11044422
Keyboard-Mouse-cat.11044364.11044434,7:45,8:45,8:45,13:45,shp-ext-keyboard-mouse,45 7 * * *,shp-tfm-keyboard-mouse,45 8 * * *,shp-ext-keyboard-mouse-itm,45 8 * * *,shp-tfm-keyboard-mouse-itm,45 13 * * *,11044434
Laptop-cat.11044364.11044440,7:45,8:45,9:15,14:15,shp-ext-laptop,45 7 * * *,shp-tfm-laptop,45 8 * * *,shp-ext-laptop-itm,15 9 * * *,shp-tfm-laptop-itm,15 14 * * *,11044440
Gaming-cat.11044364.11044445,7:45,8:45,9:45,14:45,shp-ext-gaming,45 7 * * *,shp-tfm-gaming,45 8 * * *,shp-ext-gaming-itm,45 9 * * *,shp-tfm-gaming-itm,45 14 * * *,11044445
Audio-Computer-cat.11044364.11044451,8:00,9:00,10:15,15:15,shp-ext-audio-computer,0 8 * * *,shp-tfm-audio-computer,0 9 * * *,shp-ext-audio-computer-itm,15 10 * * *,shp-tfm-audio-computer-itm,15 15 * * *,11044451
Proyektor-Aksesoris-cat.11044364.11044584,8:00,9:00,10:45,15:45,shp-ext-proyektor-aksesoris,0 8 * * *,shp-tfm-proyektor-aksesoris,0 9 * * *,shp-ext-proyektor-aksesoris-itm,45 10 * * *,shp-tfm-proyektor-aksesoris-itm,45 15 * * *,11044584
Makanan-Ringan-cat.11043451.11043453,8:00,9:00,11:15,16:15,shp-ext-makanan-ringan,0 8 * * *,shp-tfm-makanan-ringan,0 9 * * *,shp-ext-makanan-ringan-itm,15 11 * * *,shp-tfm-makanan-ringan-itm,15 16 * * *,11043453
Bahan-Pokok-cat.11043451.11043467,8:00,9:00,11:45,16:45,shp-ext-bahan-pokok,0 8 * * *,shp-tfm-bahan-pokok,0 9 * * *,shp-ext-bahan-pokok-itm,45 11 * * *,shp-tfm-bahan-pokok-itm,45 16 * * *,11043467
Menu-Sarapan-cat.11043451.11043496,8:00,9:00,12:15,17:15,shp-ext-menu-sarapan,0 8 * * *,shp-tfm-menu-sarapan,0 9 * * *,shp-ext-menu-sarapan-itm,15 12 * * *,shp-tfm-menu-sarapan-itm,15 17 * * *,11043496
Minuman-cat.11043451.11043502,8:15,9:15,12:45,17:45,shp-ext-minuman,15 8 * * *,shp-tfm-minuman,15 9 * * *,shp-ext-minuman-itm,45 12 * * *,shp-tfm-minuman-itm,45 17 * * *,11043502
Susu-Olahan-cat.11043451.11043517,8:15,9:15,13:15,18:15,shp-ext-susu-olahan,15 8 * * *,shp-tfm-susu-olahan,15 9 * * *,shp-ext-susu-olahan-itm,15 13 * * *,shp-tfm-susu-olahan-itm,15 18 * * *,11043517
Makanan-Segar-Beku-cat.11043451.11043529,8:15,9:15,13:45,18:45,shp-ext-makanan-segar-beku,15 8 * * *,shp-tfm-makanan-segar-beku,15 9 * * *,shp-ext-makanan-segar-beku-itm,45 13 * * *,shp-tfm-makanan-segar-beku-itm,45 18 * * *,11043529
Roti-Kue-cat.11043451.11043544,8:15,9:15,14:15,19:15,shp-ext-roti-kue,15 8 * * *,shp-tfm-roti-kue,15 9 * * *,shp-ext-roti-kue-itm,15 14 * * *,shp-tfm-roti-kue-itm,15 19 * * *,11043544
Set-Hadiah-Hampers-cat.11043451.11043555,8:15,9:15,14:45,19:45,shp-ext-set-hadiah-hampers,15 8 * * *,shp-tfm-set-hadiah-hampers,15 9 * * *,shp-ext-set-hadiah-hampers-itm,45 14 * * *,shp-tfm-set-hadiah-hampers-itm,45 19 * * *,11043555
Makanan-Kaleng-cat.11043451.11043557,8:30,9:30,15:15,20:15,shp-ext-makanan-kaleng,30 8 * * *,shp-tfm-makanan-kaleng,30 9 * * *,shp-ext-makanan-kaleng-itm,15 15 * * *,shp-tfm-makanan-kaleng-itm,15 20 * * *,11043557
Makanan-Instan-cat.11043451.11043564,8:30,9:30,15:45,20:45,shp-ext-makanan-instan,30 8 * * *,shp-tfm-makanan-instan,30 9 * * *,shp-ext-makanan-instan-itm,45 15 * * *,shp-tfm-makanan-instan-itm,45 20 * * *,11043564
Pakaian-Olahraga-Anak-cat.11043958.11044100,8:30,9:30,16:15,21:15,shp-ext-pakaian-olahraga-anak,30 8 * * *,shp-tfm-pakaian-olahraga-anak,30 9 * * *,shp-ext-pakaian-olahraga-anak-itm,15 16 * * *,shp-tfm-pakaian-olahraga-anak-itm,15 21 * * *,11044100
Aksesoris-Olahraga-Aktivitas-Outdoor-cat.11043958.11044101,8:30,9:30,16:45,21:45,shp-ext-aksesoris-olahraga-aktivitas-outdoor,30 8 * * *,shp-tfm-aksesoris-olahraga-aktivitas-outdoor,30 9 * * *,shp-ext-aksesoris-olahraga-aktivitas-outdoor-itm,45 16 * * *,shp-tfm-aksesoris-olahraga-aktivitas-outdoor-itm,45 21 * * *,11044101
Boardsport-cat.11043958.11044113,8:30,9:30,17:15,22:15,shp-ext-boardsport,30 8 * * *,shp-tfm-boardsport,30 9 * * *,shp-ext-boardsport-itm,15 17 * * *,shp-tfm-boardsport-itm,15 22 * * *,11044113
Alat-Pancing-cat.11043958.11043959,8:45,9:45,17:45,22:45,shp-ext-alat-pancing,45 8 * * *,shp-tfm-alat-pancing,45 9 * * *,shp-ext-alat-pancing-itm,45 17 * * *,shp-tfm-alat-pancing-itm,45 22 * * *,11043959
Bersepeda-cat.11043958.11043968,8:45,9:45,18:15,23:15,shp-ext-bersepeda,45 8 * * *,shp-tfm-bersepeda,45 9 * * *,shp-ext-bersepeda-itm,15 18 * * *,shp-tfm-bersepeda-itm,15 23 * * *,11043968
Camping-Hiking-cat.11043958.11043974,8:45,9:45,18:45,23:45,shp-ext-camping-hiking,45 8 * * *,shp-tfm-camping-hiking,45 9 * * *,shp-ext-camping-hiking-itm,45 18 * * *,shp-tfm-camping-hiking-itm,45 23 * * *,11043974
Panjat-Tebing-cat.11043958.11043987,8:45,9:45,19:15,0:15,shp-ext-panjat-tebing,45 8 * * *,shp-tfm-panjat-tebing,45 9 * * *,shp-ext-panjat-tebing-itm,15 19 * * *,shp-tfm-panjat-tebing-itm,15 0 * * *,11043987
Panahan-cat.11043958.11043988,8:45,9:45,19:45,0:45,shp-ext-panahan,45 8 * * *,shp-tfm-panahan,45 9 * * *,shp-ext-panahan-itm,45 19 * * *,shp-tfm-panahan-itm,45 0 * * *,11043988
Sepak-Bola-Futsal-Sepak-Takraw-cat.11043958.11043992,9:00,10:00,20:15,1:15,shp-ext-sepak-bola-futsal-sepak-takraw,0 9 * * *,shp-tfm-sepak-bola-futsal-sepak-takraw,0 10 * * *,shp-ext-sepak-bola-futsal-sepak-takraw-itm,15 20 * * *,shp-tfm-sepak-bola-futsal-sepak-takraw-itm,15 1 * * *,11043992
Basket-cat.11043958.11043999,9:00,10:00,20:45,1:45,shp-ext-basket,0 9 * * *,shp-tfm-basket,0 10 * * *,shp-ext-basket-itm,45 20 * * *,shp-tfm-basket-itm,45 1 * * *,11043999
Voli-cat.11043958.11044004,9:00,10:00,21:15,2:15,shp-ext-voli,0 9 * * *,shp-tfm-voli,0 10 * * *,shp-ext-voli-itm,15 21 * * *,shp-tfm-voli-itm,15 2 * * *,11044004
Bulu-Tangkis-cat.11043958.11044008,9:00,10:00,21:45,2:45,shp-ext-bulu-tangkis,0 9 * * *,shp-tfm-bulu-tangkis,0 10 * * *,shp-ext-bulu-tangkis-itm,45 21 * * *,shp-tfm-bulu-tangkis-itm,45 2 * * *,11044008
Tenis-cat.11043958.11044013,9:00,10:00,22:15,3:15,shp-ext-tenis,0 9 * * *,shp-tfm-tenis,0 10 * * *,shp-ext-tenis-itm,15 22 * * *,shp-tfm-tenis-itm,15 3 * * *,11044013
Tenis-Meja-cat.11043958.11044019,9:15,10:15,22:45,3:45,shp-ext-tenis-meja,15 9 * * *,shp-tfm-tenis-meja,15 10 * * *,shp-ext-tenis-meja-itm,45 22 * * *,shp-tfm-tenis-meja-itm,45 3 * * *,11044019
Tinju-Bela-Diri-cat.11043958.11044024,9:15,10:15,23:15,4:15,shp-ext-tinju-bela-diri,15 9 * * *,shp-tfm-tinju-bela-diri,15 10 * * *,shp-ext-tinju-bela-diri-itm,15 23 * * *,shp-tfm-tinju-bela-diri-itm,15 4 * * *,11044024
Golf-cat.11043958.11044031,9:15,10:15,23:45,4:45,shp-ext-golf,15 9 * * *,shp-tfm-golf,15 10 * * *,shp-ext-golf-itm,45 23 * * *,shp-tfm-golf-itm,45 4 * * *,11044031
Baseball-Softball-cat.11043958.11044038,9:15,10:15,0:15,5:15,shp-ext-baseball-softball,15 9 * * *,shp-tfm-baseball-softball,15 10 * * *,shp-ext-baseball-softball-itm,15 0 * * *,shp-tfm-baseball-softball-itm,15 5 * * *,11044038
Squash-cat.11043958.11044039,9:15,10:15,0:45,5:45,shp-ext-squash,15 9 * * *,shp-tfm-squash,15 10 * * *,shp-ext-squash-itm,45 0 * * *,shp-tfm-squash-itm,45 5 * * *,11044039
Rugbi-cat.11043958.11044040,9:30,10:30,1:15,6:15,shp-ext-rugbi,30 9 * * *,shp-tfm-rugbi,30 10 * * *,shp-ext-rugbi-itm,15 1 * * *,shp-tfm-rugbi-itm,15 6 * * *,11044040
Billiard-cat.11043958.11044041,9:30,10:30,1:45,6:45,shp-ext-billiard,30 9 * * *,shp-tfm-billiard,30 10 * * *,shp-ext-billiard-itm,45 1 * * *,shp-tfm-billiard-itm,45 6 * * *,11044041
Selancar-Wakeboard-cat.11043958.11044042,9:30,10:30,2:15,7:15,shp-ext-selancar-wakeboard,30 9 * * *,shp-tfm-selancar-wakeboard,30 10 * * *,shp-ext-selancar-wakeboard-itm,15 2 * * *,shp-tfm-selancar-wakeboard-itm,15 7 * * *,11044042
Ice-Skating-Olahraga-Musim-Dingin-cat.11043958.11044043,9:30,10:30,2:45,7:45,shp-ext-ice-skating-olahraga-musim-dingin,30 9 * * *,shp-tfm-ice-skating-olahraga-musim-dingin,30 10 * * *,shp-ext-ice-skating-olahraga-musim-dingin-itm,45 2 * * *,shp-tfm-ice-skating-olahraga-musim-dingin-itm,45 7 * * *,11044043
Diving-Renang-cat.11043958.11044044,9:30,10:30,3:15,8:15,shp-ext-diving-renang,30 9 * * *,shp-tfm-diving-renang,30 10 * * *,shp-ext-diving-renang-itm,15 3 * * *,shp-tfm-diving-renang-itm,15 8 * * *,11044044
Boating-cat.11043958.11044060,9:45,10:45,3:45,8:45,shp-ext-boating,45 9 * * *,shp-tfm-boating,45 10 * * *,shp-ext-boating-itm,45 3 * * *,shp-tfm-boating-itm,45 8 * * *,11044060
Yoga-Pilates-cat.11043958.11044061,9:45,10:45,4:15,9:15,shp-ext-yoga-pilates,45 9 * * *,shp-tfm-yoga-pilates,45 10 * * *,shp-ext-yoga-pilates-itm,15 4 * * *,shp-tfm-yoga-pilates-itm,15 9 * * *,11044061
Fitness-cat.11043958.11044066,9:45,10:45,4:45,9:45,shp-ext-fitness,45 9 * * *,shp-tfm-fitness,45 10 * * *,shp-ext-fitness-itm,45 4 * * *,shp-tfm-fitness-itm,45 9 * * *,11044066
Dart-cat.11043958.11044074,9:45,10:45,5:15,10:15,shp-ext-dart,45 9 * * *,shp-tfm-dart,45 10 * * *,shp-ext-dart-itm,15 5 * * *,shp-tfm-dart-itm,15 10 * * *,11044074
Sepatu-Olahraga-cat.11043958.11044075,9:45,10:45,5:45,10:45,shp-ext-sepatu-olahraga,45 9 * * *,shp-tfm-sepatu-olahraga,45 10 * * *,shp-ext-sepatu-olahraga-itm,45 5 * * *,shp-tfm-sepatu-olahraga-itm,45 10 * * *,11044075
Pakaian-Olahraga-Pria-cat.11043958.11044087,10:00,11:00,6:15,11:15,shp-ext-pakaian-olahraga-pria,0 10 * * *,shp-tfm-pakaian-olahraga-pria,0 11 * * *,shp-ext-pakaian-olahraga-pria-itm,15 6 * * *,shp-tfm-pakaian-olahraga-pria-itm,15 11 * * *,11044087
Pakaian-Olahraga-Wanita-cat.11043958.11044093,10:00,11:00,6:45,11:45,shp-ext-pakaian-olahraga-wanita,0 10 * * *,shp-tfm-pakaian-olahraga-wanita,0 11 * * *,shp-ext-pakaian-olahraga-wanita-itm,45 6 * * *,shp-tfm-pakaian-olahraga-wanita-itm,45 11 * * *,11044093
Mobil-cat.11043660.11043661,10:00,11:00,7:15,12:15,shp-ext-mobil,0 10 * * *,shp-tfm-mobil,0 11 * * *,shp-ext-mobil-itm,15 7 * * *,shp-tfm-mobil-itm,15 12 * * *,11043661
Aksesoris-Interior-Mobil-cat.11043660.11043662,10:00,11:00,7:45,12:45,shp-ext-aksesoris-interior-mobil,0 10 * * *,shp-tfm-aksesoris-interior-mobil,0 11 * * *,shp-ext-aksesoris-interior-mobil-itm,45 7 * * *,shp-tfm-aksesoris-interior-mobil-itm,45 12 * * *,11043662
Aksesoris-Eksterior-Mobil-cat.11043660.11043681,10:00,11:00,8:15,13:15,shp-ext-aksesoris-eksterior-mobil,0 10 * * *,shp-tfm-aksesoris-eksterior-mobil,0 11 * * *,shp-ext-aksesoris-eksterior-mobil-itm,15 8 * * *,shp-tfm-aksesoris-eksterior-mobil-itm,15 13 * * *,11043681
Suku-Cadang-Mobil-cat.11043660.11043693,10:15,11:15,8:45,13:45,shp-ext-suku-cadang-mobil,15 10 * * *,shp-tfm-suku-cadang-mobil,15 11 * * *,shp-ext-suku-cadang-mobil-itm,45 8 * * *,shp-tfm-suku-cadang-mobil-itm,45 13 * * *,11043693
Perkakas-Perlengkapan-Kendaraan-cat.11043660.11043714,10:15,11:15,9:15,14:15,shp-ext-perkakas-perlengkapan-kendaraan,15 10 * * *,shp-tfm-perkakas-perlengkapan-kendaraan,15 11 * * *,shp-ext-perkakas-perlengkapan-kendaraan-itm,15 9 * * *,shp-tfm-perkakas-perlengkapan-kendaraan-itm,15 14 * * *,11043714
Perawatan-Kendaraan-cat.11043660.11043718,10:15,11:15,9:45,14:45,shp-ext-perawatan-kendaraan,15 10 * * *,shp-tfm-perawatan-kendaraan,15 11 * * *,shp-ext-perawatan-kendaraan-itm,45 9 * * *,shp-tfm-perawatan-kendaraan-itm,45 14 * * *,11043718
Oli-Pelumas-Kendaraan-cat.11043660.11043725,10:15,11:15,10:15,15:15,shp-ext-oli-pelumas-kendaraan,15 10 * * *,shp-tfm-oli-pelumas-kendaraan,15 11 * * *,shp-ext-oli-pelumas-kendaraan-itm,15 10 * * *,shp-tfm-oli-pelumas-kendaraan-itm,15 15 * * *,11043725
Gantungan-Sarung-Kunci-Kendaraan-cat.11043660.11043733,10:15,11:15,10:45,15:45,shp-ext-gantungan-sarung-kunci-kendaraan,15 10 * * *,shp-tfm-gantungan-sarung-kunci-kendaraan,15 11 * * *,shp-ext-gantungan-sarung-kunci-kendaraan-itm,45 10 * * *,shp-tfm-gantungan-sarung-kunci-kendaraan-itm,45 15 * * *,11043733
Sepeda-Motor-cat.11043660.11043734,10:30,11:30,11:15,16:15,shp-ext-sepeda-motor,30 10 * * *,shp-tfm-sepeda-motor,30 11 * * *,shp-ext-sepeda-motor-itm,15 11 * * *,shp-tfm-sepeda-motor-itm,15 16 * * *,11043734
Aksesoris-Sepeda-Motor-cat.11043660.11043735,10:30,11:30,11:45,16:45,shp-ext-aksesoris-sepeda-motor,30 10 * * *,shp-tfm-aksesoris-sepeda-motor,30 11 * * *,shp-ext-aksesoris-sepeda-motor-itm,45 11 * * *,shp-tfm-aksesoris-sepeda-motor-itm,45 16 * * *,11043735
Suku-Cadang-Motor-cat.11043660.11043747,10:30,11:30,12:15,17:15,shp-ext-suku-cadang-motor,30 10 * * *,shp-tfm-suku-cadang-motor,30 11 * * *,shp-ext-suku-cadang-motor-itm,15 12 * * *,shp-tfm-suku-cadang-motor-itm,15 17 * * *,11043747
Aksesoris-Pengendara-Motor-cat.11043660.11043770,10:30,11:30,12:45,17:45,shp-ext-aksesoris-pengendara-motor,30 10 * * *,shp-tfm-aksesoris-pengendara-motor,30 11 * * *,shp-ext-aksesoris-pengendara-motor-itm,45 12 * * *,shp-tfm-aksesoris-pengendara-motor-itm,45 17 * * *,11043770
E-Money-Aksesoris-cat.11043660.11043776,10:30,11:30,13:15,18:15,shp-ext-e-money-aksesoris,30 10 * * *,shp-tfm-e-money-aksesoris,30 11 * * *,shp-ext-e-money-aksesoris-itm,15 13 * * *,shp-tfm-e-money-aksesoris-itm,15 18 * * *,11043776
Denim-cat.11042849.11042850,10:45,11:45,13:45,18:45,shp-ext-denim,45 10 * * *,shp-tfm-denim,45 11 * * *,shp-ext-denim-itm,45 13 * * *,shp-tfm-denim-itm,45 18 * * *,11042850
