Category URL,Category Name,Extract Schedule (UTC),Transform Schedule (UTC),Extract Item Schedule (UTC),Transform Item Schedule (UTC),Extract Container Name,Extract Cron Schedule,Transform Container Name,Transform Cron Schedule,Extract Item Container Name,Extract Item Cron Schedule,Transform Item Container Name,Transform Item Cron Schedule
https://www.tokopedia.com/p/olahraga/tenis,Tenis,1:05,2:05,14:00,19:00,tkp-ext-tenis,5 1 * * *,tkp-tfm-tenis,5 2 * * *,tkp-ext-tenis-item,0 14 * * *,tkp-tfm-tenis-item,0 19 * * *
https://www.tokopedia.com/p/olahraga/tenis-meja,Tenis meja,1:05,2:05,14:30,19:30,tkp-ext-tenis-meja,5 1 * * *,tkp-tfm-tenis-meja,5 2 * * *,tkp-ext-tenis-meja-item,30 14 * * *,tkp-tfm-tenis-meja-item,30 19 * * *
https://www.tokopedia.com/p/makanan-minuman/tepung,Tepung,1:05,2:05,15:00,20:00,tkp-ext-tepung,5 1 * * *,tkp-tfm-tepung,5 2 * * *,tkp-ext-tepung-item,0 15 * * *,tkp-tfm-tepung-item,0 20 * * *
https://www.tokopedia.com/p/kesehatan/tes-kehamilan-dan-masa-subur,Tes Kehamilan dan Masa Subur,1:05,2:05,15:30,20:30,tkp-ext-tes-kehamilan-dan-masa-subur,5 1 * * *,tkp-tfm-tes-kehamilan-dan-masa-subur,5 2 * * *,tkp-ext-tes-kehamilan-dan-masa-subur-item,30 15 * * *,tkp-tfm-tes-kehamilan-dan-masa-subur-item,30 20 * * *
https://www.tokopedia.com/p/tour-travel/tiket-atraksi,Tiket Atraksi,1:05,2:05,16:00,21:00,tkp-ext-tiket-atraksi,5 1 * * *,tkp-tfm-tiket-atraksi,5 2 * * *,tkp-ext-tiket-atraksi-item,0 16 * * *,tkp-tfm-tiket-atraksi-item,0 21 * * *
https://www.tokopedia.com/p/tour-travel/tiket-transportasi,Tiket Transportasi,1:20,2:20,16:30,21:30,tkp-ext-tiket-transportasi,20 1 * * *,tkp-tfm-tiket-transportasi,20 2 * * *,tkp-ext-tiket-transportasi-item,30 16 * * *,tkp-tfm-tiket-transportasi-item,30 21 * * *
https://www.tokopedia.com/p/fashion-pria/topi-pria,Topi  Pria,1:20,2:20,17:00,22:00,tkp-ext-topi-pria,20 1 * * *,tkp-tfm-topi-pria,20 2 * * *,tkp-ext-topi-pria-item,0 17 * * *,tkp-tfm-topi-pria-item,0 22 * * *
https://www.tokopedia.com/p/rumah-tangga/travel,Travel,1:20,2:20,17:30,22:30,tkp-ext-travel,20 1 * * *,tkp-tfm-travel,20 2 * * *,tkp-ext-travel-item,30 17 * * *,tkp-tfm-travel-item,30 22 * * *
https://www.tokopedia.com/p/kesehatan/tulang-otot-sendi,Tulang Otot & Sendi,1:20,2:20,18:00,23:00,tkp-ext-tulang-otot-sendi,20 1 * * *,tkp-tfm-tulang-otot-sendi,20 2 * * *,tkp-ext-tulang-otot-sendi-item,0 18 * * *,tkp-tfm-tulang-otot-sendi-item,0 23 * * *
https://www.tokopedia.com/p/elektronik/tv-aksesoris,TV & Aksesoris,1:20,2:20,18:30,23:30,tkp-ext-tv-aksesoris,20 1 * * *,tkp-tfm-tv-aksesoris,20 2 * * *,tkp-ext-tv-aksesoris-item,30 18 * * *,tkp-tfm-tv-aksesoris-item,30 23 * * *
https://www.tokopedia.com/p/wedding/undangan,Undangan,1:35,2:35,19:00,0:00,tkp-ext-undangan,35 1 * * *,tkp-tfm-undangan,35 2 * * *,tkp-ext-undangan-item,0 19 * * *,tkp-tfm-undangan-item,0 0 * * *
https://www.tokopedia.com/p/otomotif/velg-mobil,Velg Mobil,1:35,2:35,19:30,0:30,tkp-ext-velg-mobil,35 1 * * *,tkp-tfm-velg-mobil,35 2 * * *,tkp-ext-velg-mobil-item,30 19 * * *,tkp-tfm-velg-mobil-item,30 0 * * *
https://www.tokopedia.com/p/otomotif/velg-motor,Velg Motor,1:35,2:35,20:00,1:00,tkp-ext-velg-motor,35 1 * * *,tkp-tfm-velg-motor,35 2 * * *,tkp-ext-velg-motor-item,0 20 * * *,tkp-tfm-velg-motor-item,0 1 * * *
https://www.tokopedia.com/p/wedding/venue,Venue,1:35,2:35,20:30,1:30,tkp-ext-venue,35 1 * * *,tkp-tfm-venue,35 2 * * *,tkp-ext-venue-item,30 20 * * *,tkp-tfm-venue-item,30 1 * * *
https://www.tokopedia.com/p/audio-kamera-elektronik-lainnya/video,Video,1:35,2:35,21:00,2:00,tkp-ext-video,35 1 * * *,tkp-tfm-video,35 2 * * *,tkp-ext-video-item,0 21 * * *,tkp-tfm-video-item,0 2 * * *
https://www.tokopedia.com/p/gaming/virtual-reality,Virtual Reality,1:50,2:50,21:30,2:30,tkp-ext-virtual-reality,50 1 * * *,tkp-tfm-virtual-reality,50 2 * * *,tkp-ext-virtual-reality-item,30 21 * * *,tkp-tfm-virtual-reality-item,30 2 * * *
https://www.tokopedia.com/p/kesehatan/vitamin-multivitamin,Vitamin & Multivitamin,1:50,2:50,22:00,3:00,tkp-ext-vitamin-multivitamin,50 1 * * *,tkp-tfm-vitamin-multivitamin,50 2 * * *,tkp-ext-vitamin-multivitamin-item,0 22 * * *,tkp-tfm-vitamin-multivitamin-item,0 3 * * *
https://www.tokopedia.com/p/film-musik/vokal,Vokal,1:50,2:50,22:30,3:30,tkp-ext-vokal,50 1 * * *,tkp-tfm-vokal,50 2 * * *,tkp-ext-vokal-item,30 22 * * *,tkp-tfm-vokal-item,30 3 * * *
https://www.tokopedia.com/p/olahraga/voli,Voli,1:50,2:50,23:00,4:00,tkp-ext-voli,50 1 * * *,tkp-tfm-voli,50 2 * * *,tkp-ext-voli-item,0 23 * * *,tkp-tfm-voli-item,0 4 * * *
https://www.tokopedia.com/p/tour-travel/voucher-travel,Voucher Travel,1:50,2:50,23:30,4:30,tkp-ext-voucher-travel,50 1 * * *,tkp-tfm-voucher-travel,50 2 * * *,tkp-ext-voucher-travel-item,30 23 * * *,tkp-tfm-voucher-travel-item,30 4 * * *
https://www.tokopedia.com/p/handphone-tablet/wearable-devices,Wearable Devices,2:05,3:05,0:00,5:00,tkp-ext-wearable-devices,5 2 * * *,tkp-tfm-wearable-devices,5 3 * * *,tkp-ext-wearable-devices-item,0 0 * * *,tkp-tfm-wearable-devices-item,0 5 * * *
https://www.tokopedia.com/p/wedding/wedding-makanan-minuman,Wedding Makanan Minuman,2:05,3:05,0:30,5:30,tkp-ext-wedding-makanan-minuman,5 2 * * *,tkp-tfm-wedding-makanan-minuman,5 3 * * *,tkp-ext-wedding-makanan-minuman-item,30 0 * * *,tkp-tfm-wedding-makanan-minuman-item,30 5 * * *
https://www.tokopedia.com/p/wedding/wedding-organizer,Wedding Organizer,2:05,3:05,1:00,6:00,tkp-ext-wedding-organizer,5 2 * * *,tkp-tfm-wedding-organizer,5 3 * * *,tkp-ext-wedding-organizer-item,0 1 * * *,tkp-tfm-wedding-organizer-item,0 6 * * *
https://www.tokopedia.com/p/wedding/wedding-planning,Wedding Planning,2:05,3:05,1:30,6:30,tkp-ext-wedding-planning,5 2 * * *,tkp-tfm-wedding-planning,5 3 * * *,tkp-ext-wedding-planning-item,30 1 * * *,tkp-tfm-wedding-planning-item,30 6 * * *
https://www.tokopedia.com/p/wedding/wedding-stylist,Wedding Stylist,2:05,3:05,2:00,7:00,tkp-ext-wedding-stylist,5 2 * * *,tkp-tfm-wedding-stylist,5 3 * * *,tkp-ext-wedding-stylist-item,0 2 * * *,tkp-tfm-wedding-stylist-item,0 7 * * *
https://www.tokopedia.com/p/olahraga/yoga-pilates,Yoga & Pilates,2:20,3:20,2:30,7:30,tkp-ext-yoga-pilates,20 2 * * *,tkp-tfm-yoga-pilates,20 3 * * *,tkp-ext-yoga-pilates-item,30 2 * * *,tkp-tfm-yoga-pilates-item,30 7 * * *
